Rain (mm),ET(mm),Runoff (mm/day),Date
0,1.033333333,0.038,25/06/1980
0.00625,1.033333333,0.019,26/06/1980
1.86,1.033333333,0.038,27/06/1980
33.27,1.033333333,0.808,28/06/1980
53.50625,1.033333333,44.404,29/06/1980
21.265,1.033333333,13.519,30/06/1980
1.94875,1.096774194,4.346, 1/07/1980
10.4975,1.096774194,3.154, 2/07/1980
20.85,1.096774194,7.712, 3/07/1980
24.49375,1.096774194,18.731, 4/07/1980
10.53125,1.096774194,26.519, 5/07/1980
15.74875,1.096774194,11.058, 6/07/1980
14.13625,1.096774194,7.25, 7/07/1980
5.19875,1.096774194,7.212, 8/07/1980
1.5175,1.096774194,5.5, 9/07/1980
1.14375,1.096774194,3.154,10/07/1980
0.59625,1.096774194,2.135,11/07/1980
0,1.096774194,1.519,12/07/1980
0.625,1.096774194,1.135,13/07/1980
0.375,1.096774194,1,14/07/1980
0.74375,1.096774194,0.788,15/07/1980
0.44625,1.096774194,0.654,16/07/1980
1.36875,1.096774194,0.577,17/07/1980
2.95875,1.096774194,0.5,18/07/1980
1.63875,1.096774194,0.731,19/07/1980
3.3325,1.096774194,0.635,20/07/1980
3.14625,1.096774194,0.615,21/07/1980
0.88375,1.096774194,0.654,22/07/1980
0.07125,1.096774194,0.519,23/07/1980
0,1.096774194,0.654,24/07/1980
0,1.096774194,0.404,25/07/1980
0,1.096774194,0.308,26/07/1980
2.99375,1.096774194,0.288,27/07/1980
2.04625,1.096774194,0.308,28/07/1980
2.275,1.096774194,0.308,29/07/1980
6.66875,1.096774194,0.365,30/07/1980
8.43625,1.096774194,1.346,31/07/1980
3.1325,1.419354839,2.808, 1/08/1980
6.43875,1.419354839,2.923, 2/08/1980
7.315,1.419354839,4.481, 3/08/1980
2.07375,1.419354839,3.269, 4/08/1980
0,1.419354839,2, 5/08/1980
3.7625,1.419354839,1.365, 6/08/1980
4.2575,1.419354839,1.327, 7/08/1980
4.16875,1.419354839,1.25, 8/08/1980
1.78125,1.419354839,0.981, 9/08/1980
0.2375,1.419354839,0.808,10/08/1980
3.43625,1.419354839,0.981,11/08/1980
4.345,1.419354839,1.615,12/08/1980
1.42125,1.419354839,2.981,13/08/1980
12.7125,1.419354839,2.288,14/08/1980
10.83375,1.419354839,7.75,15/08/1980
2.4175,1.419354839,5.788,16/08/1980
1.79,1.419354839,3.673,17/08/1980
0.89625,1.419354839,2.115,18/08/1980
0.00625,1.419354839,1.462,19/08/1980
6.74125,1.419354839,1.192,20/08/1980
4.0425,1.419354839,1.635,21/08/1980
0,1.419354839,1.442,22/08/1980
0,1.419354839,1.019,23/08/1980
3.6125,1.419354839,0.75,24/08/1980
7.99875,1.419354839,0.808,25/08/1980
3.6175,1.419354839,1.712,26/08/1980
0.07125,1.419354839,1.596,27/08/1980
0.375,1.419354839,1.115,28/08/1980
2.48125,1.419354839,0.827,29/08/1980
7.3475,1.419354839,1,30/08/1980
4.6275,1.419354839,1.058,31/08/1980
9.30625,2.3,1.231, 1/09/1980
15.36875,2.3,3.942, 2/09/1980
6.4625,2.3,9.712, 3/09/1980
0.59625,2.3,4.558, 4/09/1980
0.225,2.3,2.25, 5/09/1980
0,2.3,1.423, 6/09/1980
0.00625,2.3,1, 7/09/1980
10.70375,2.3,1.135, 8/09/1980
12.72,2.3,4.115, 9/09/1980
4.4175,2.3,6.673,10/09/1980
6.7325,2.3,3.962,11/09/1980
3.81,2.3,4.346,12/09/1980
0.36875,2.3,3.058,13/09/1980
4.5025,2.3,1.808,14/09/1980
2.81875,2.3,1.885,15/09/1980
1.20625,2.3,1.462,16/09/1980
12.95875,2.3,1.615,17/09/1980
10.87625,2.3,8.538,18/09/1980
4.9075,2.3,6.885,19/09/1980
1.94125,2.3,4.846,20/09/1980
2.51875,2.3,2.885,21/09/1980
1.42125,2.3,1.788,22/09/1980
0,2.3,1.192,23/09/1980
0.25625,2.3,0.885,24/09/1980
1.77875,2.3,0.615,25/09/1980
0.975,2.3,0.462,26/09/1980
0,2.3,0.365,27/09/1980
0,2.3,0.269,28/09/1980
0,2.3,0.231,29/09/1980
0,2.3,0.173,30/09/1980
0,3.741935484,0.154, 1/10/1980
0,3.741935484,0.135, 2/10/1980
0,3.741935484,0.096, 3/10/1980
0,3.741935484,0.096, 4/10/1980
0.7375,3.741935484,0.077, 5/10/1980
13.6675,3.741935484,0.096, 6/10/1980
10.9225,3.741935484,0.365, 7/10/1980
3.005,3.741935484,0.308, 8/10/1980
0.7275,3.741935484,0.308, 9/10/1980
0,3.741935484,0.212,10/10/1980
4.325,3.741935484,0.154,11/10/1980
16.42625,3.741935484,0.365,12/10/1980
12.6175,3.741935484,2.75,13/10/1980
2.96,3.741935484,2.538,14/10/1980
0.22125,3.741935484,1.25,15/10/1980
0,3.741935484,0.731,16/10/1980
0,3.741935484,0.481,17/10/1980
0.75,3.741935484,0.346,18/10/1980
3.825,3.741935484,0.25,19/10/1980
5.86875,3.741935484,0.308,20/10/1980
2.30625,3.741935484,0.423,21/10/1980
0,3.741935484,0.231,22/10/1980
5.5625,3.741935484,0.173,23/10/1980
3.3375,3.741935484,0.231,24/10/1980
0,3.741935484,0.173,25/10/1980
0,3.741935484,0.115,26/10/1980
12.60625,3.741935484,0.115,27/10/1980
8.81375,3.741935484,0.481,28/10/1980
1.23125,3.741935484,0.385,29/10/1980
7.03875,3.741935484,0.25,30/10/1980
5.45,3.741935484,0.577,31/10/1980
3.57125,4.733333333,1.423, 1/11/1980
16.46375,4.733333333,1.808, 2/11/1980
8.895,4.733333333,6.692, 3/11/1980
1.75,4.733333333,2.519, 4/11/1980
4.05,4.733333333,1.538, 5/11/1980
3.5375,4.733333333,1.25, 6/11/1980
1.28625,4.733333333,0.846, 7/11/1980
0.39625,4.733333333,0.538, 8/11/1980
0.4,4.733333333,0.404, 9/11/1980
0.15,4.733333333,0.308,10/11/1980
0,4.733333333,0.231,11/11/1980
0,4.733333333,0.173,12/11/1980
0.2375,4.733333333,0.135,13/11/1980
0.1425,4.733333333,0.115,14/11/1980
0,4.733333333,0.077,15/11/1980
0,4.733333333,0.077,16/11/1980
0,4.733333333,0.058,17/11/1980
20.15625,4.733333333,0.058,18/11/1980
12.9375,4.733333333,1.077,19/11/1980
0.50625,4.733333333,0.846,20/11/1980
0,4.733333333,0.346,21/11/1980
0,4.733333333,0.192,22/11/1980
0,4.733333333,0.115,23/11/1980
0,4.733333333,0.096,24/11/1980
0,4.733333333,0.077,25/11/1980
0.25,4.733333333,0.058,26/11/1980
1.4,4.733333333,0.058,27/11/1980
5.48125,4.733333333,0.038,28/11/1980
5.47,4.733333333,0.058,29/11/1980
1.57875,4.733333333,0.115,30/11/1980
1.06875,4.580645161,0.077, 1/12/1980
5.285,4.580645161,0.058, 2/12/1980
4.63625,4.580645161,0.077, 3/12/1980
1.11,4.580645161,0.058, 4/12/1980
0,4.580645161,0.038, 5/12/1980
0,4.580645161,0.019, 6/12/1980
0,4.580645161,0.019, 7/12/1980
0,4.580645161,0.019, 8/12/1980
0,4.580645161,0.019, 9/12/1980
0,4.580645161,0.019,10/12/1980
0.50625,4.580645161,0.019,11/12/1980
0.4225,4.580645161,0.019,12/12/1980
7.765,4.580645161,0.019,13/12/1980
13.17875,4.580645161,0.038,14/12/1980
5.1375,4.580645161,0.058,15/12/1980
3.1125,4.580645161,0.038,16/12/1980
2.99875,4.580645161,0.038,17/12/1980
0.67875,4.580645161,0.019,18/12/1980
0,4.580645161,0.019,19/12/1980
0,4.580645161,0.019,20/12/1980
0.11875,4.580645161,0.019,21/12/1980
0.07125,4.580645161,0.019,22/12/1980
0,4.580645161,0.019,23/12/1980
0,4.580645161,0.019,24/12/1980
0,4.580645161,0,25/12/1980
0,4.580645161,0,26/12/1980
0,4.580645161,0,27/12/1980
1.65,4.580645161,0,28/12/1980
2.24,4.580645161,0,29/12/1980
0.75,4.580645161,0,30/12/1980
0,4.580645161,0,31/12/1980
0,5,0, 1/01/1981
0,5,0, 2/01/1981
1.375,5,0, 3/01/1981
1.825,5,0, 4/01/1981
0.6,5,0, 5/01/1981
0,5,0, 6/01/1981
0,5,0, 7/01/1981
0.25625,5,0, 8/01/1981
3.79125,5,0, 9/01/1981
2.3075,5,0,10/01/1981
0.075,5,0,11/01/1981
0,5,0,12/01/1981
0,5,0,13/01/1981
0,5,0,14/01/1981
3.21875,5,0,15/01/1981
1.93125,5,0,16/01/1981
0,5,0,17/01/1981
4.80625,5,0,18/01/1981
7.3275,5,0,19/01/1981
2.66625,5,0,20/01/1981
0,5,0,21/01/1981
0,5,0,22/01/1981
0,5,0,23/01/1981
0,5,0,24/01/1981
0,5,0,25/01/1981
2.95,5,0,26/01/1981
9.895,5,0,27/01/1981
6.025,5,0,28/01/1981
0.69,5,0,29/01/1981
0,5,0,30/01/1981
0,5,0,31/01/1981
0,4.392857143,0, 1/02/1981
0,4.392857143,0, 2/02/1981
0,4.392857143,0, 3/02/1981
8.275,4.392857143,0, 4/02/1981
5.8525,4.392857143,0, 5/02/1981
0.5325,4.392857143,0, 6/02/1981
0,4.392857143,0, 7/02/1981
0.11875,4.392857143,0, 8/02/1981
0.07125,4.392857143,0, 9/02/1981
0,4.392857143,0,10/02/1981
3.7375,4.392857143,0,11/02/1981
2.2425,4.392857143,0,12/02/1981
0,4.392857143,0,13/02/1981
0,4.392857143,0,14/02/1981
0,4.392857143,0,15/02/1981
0,4.392857143,0,16/02/1981
0,4.392857143,0,17/02/1981
0,4.392857143,0,18/02/1981
0,4.392857143,0,19/02/1981
0,4.392857143,0,20/02/1981
0,4.392857143,0,21/02/1981
0,4.392857143,0,22/02/1981
0,4.392857143,0,23/02/1981
0,4.392857143,0,24/02/1981
0,4.392857143,0,25/02/1981
0,4.392857143,0,26/02/1981
0,4.392857143,0,27/02/1981
0,4.392857143,0,28/02/1981
13.28125,3.290322581,0, 1/03/1981
7.96875,3.290322581,0, 2/03/1981
2.28125,3.290322581,0, 3/03/1981
6.94375,3.290322581,0, 4/03/1981
4.87625,3.290322581,0, 5/03/1981
0.91875,3.290322581,0, 6/03/1981
0,3.290322581,0, 7/03/1981
0,3.290322581,0, 8/03/1981
13.5,3.290322581,0, 9/03/1981
11.9875,3.290322581,0,10/03/1981
3.32625,3.290322581,0,11/03/1981
4.1275,3.290322581,0,12/03/1981
18.39375,3.290322581,0,13/03/1981
10.615,3.290322581,0.077,14/03/1981
12.19125,3.290322581,0.442,15/03/1981
7.00875,3.290322581,0.135,16/03/1981
0,3.290322581,0.058,17/03/1981
0,3.290322581,0.019,18/03/1981
0,3.290322581,0.019,19/03/1981
6.51875,3.290322581,0.019,20/03/1981
3.92375,3.290322581,0.019,21/03/1981
3.47625,3.290322581,0.019,22/03/1981
2.08125,3.290322581,0.019,23/03/1981
0,3.290322581,0.019,24/03/1981
0,3.290322581,0.019,25/03/1981
0,3.290322581,0.019,26/03/1981
2.3625,3.290322581,0.019,27/03/1981
1.78625,3.290322581,0.019,28/03/1981
3.10875,3.290322581,0.019,29/03/1981
3.47,3.290322581,0.019,30/03/1981
8.9175,3.290322581,0.019,31/03/1981
4.725,2.2,0.019, 1/04/1981
0,2.2,0.019, 2/04/1981
0,2.2,0.019, 3/04/1981
0,2.2,0.019, 4/04/1981
2.45625,2.2,0.019, 5/04/1981
1.47375,2.2,0.019, 6/04/1981
0,2.2,0.019, 7/04/1981
0,2.2,0.019, 8/04/1981
0,2.2,0.019, 9/04/1981
0,2.2,0,10/04/1981
0,2.2,0,11/04/1981
1.34375,2.2,0,12/04/1981
8.6375,2.2,0,13/04/1981
4.69875,2.2,0.019,14/04/1981
1.59375,2.2,0.019,15/04/1981
2.575,2.2,0.038,16/04/1981
0.97125,2.2,0.019,17/04/1981
0,2.2,0.019,18/04/1981
0.625,2.2,0.019,19/04/1981
1.625,2.2,0.019,20/04/1981
0.75,2.2,0.019,21/04/1981
0.09375,2.2,0.019,22/04/1981
0.05625,2.2,0.019,23/04/1981
1.6375,2.2,0,24/04/1981
0.9825,2.2,0,25/04/1981
2.3625,2.2,0,26/04/1981
9.82375,2.2,0,27/04/1981
6.2875,2.2,0.019,28/04/1981
0.99625,2.2,0.019,29/04/1981
0.15,2.2,0.038,30/04/1981
0,1.258064516,0.019, 1/05/1981
0.38125,1.258064516,0.019, 2/05/1981
0.22875,1.258064516,0.019, 3/05/1981
0,1.258064516,0.019, 4/05/1981
2.00625,1.258064516,0.019, 5/05/1981
4.05375,1.258064516,0.019, 6/05/1981
3.20375,1.258064516,0.019, 7/05/1981
2.19625,1.258064516,0.019, 8/05/1981
4.91125,1.258064516,0.019, 9/05/1981
12.15375,1.258064516,0.038,10/05/1981
8.66125,1.258064516,0.154,11/05/1981
1.71375,1.258064516,0.269,12/05/1981
0,1.258064516,0.192,13/05/1981
0,1.258064516,0.115,14/05/1981
0,1.258064516,0.077,15/05/1981
0.875,1.258064516,0.038,16/05/1981
1.98125,1.258064516,0.019,17/05/1981
1.2175,1.258064516,0.019,18/05/1981
0.20625,1.258064516,0.019,19/05/1981
0,1.258064516,0.019,20/05/1981
0,1.258064516,0.019,21/05/1981
1.76875,1.258064516,0.019,22/05/1981
1.43,1.258064516,0.019,23/05/1981
11.92125,1.258064516,0.019,24/05/1981
34.82,1.258064516,2.692,25/05/1981
17.1425,1.258064516,6.154,26/05/1981
2.24625,1.258064516,1.788,27/05/1981
1.2,1.258064516,1,28/05/1981
3.155,1.258064516,0.596,29/05/1981
3.48,1.258064516,0.75,30/05/1981
5.3,1.258064516,0.981,31/05/1981
3.36875,1.033333333,0.788, 1/06/1981
6.995,1.033333333,1.096, 2/06/1981
10.51625,1.033333333,1.904, 3/06/1981
4.20625,1.033333333,3.865, 4/06/1981
0.53125,1.033333333,2.423, 5/06/1981
0.22875,1.033333333,1.269, 6/06/1981
0,1.033333333,0.769, 7/06/1981
0.25,1.033333333,0.519, 8/06/1981
0.775,1.033333333,0.385, 9/06/1981
5.59375,1.033333333,0.308,10/06/1981
10.48125,1.033333333,0.442,11/06/1981
4.885,1.033333333,2.038,12/06/1981
3.76,1.033333333,1.962,13/06/1981
11.385,1.033333333,2.346,14/06/1981
6.71125,1.033333333,4.288,15/06/1981
1.2725,1.033333333,3.212,16/06/1981
0.35625,1.033333333,1.808,17/06/1981
0,1.033333333,1.212,18/06/1981
0,1.033333333,0.846,19/06/1981
0,1.033333333,0.615,20/06/1981
0.25625,1.033333333,0.481,21/06/1981
3.4975,1.033333333,0.423,22/06/1981
2.00625,1.033333333,0.442,23/06/1981
0.63125,1.033333333,0.365,24/06/1981
5.2475,1.033333333,0.385,25/06/1981
7.9525,1.033333333,1.981,26/06/1981
3.65625,1.033333333,5.269,27/06/1981
7.12625,1.033333333,2.962,28/06/1981
4.04625,1.033333333,2.904,29/06/1981
0.35,1.033333333,1.788,30/06/1981
0.46625,1.096774194,1.173, 1/07/1981
2.62875,1.096774194,0.846, 2/07/1981
4.385,1.096774194,1.038, 3/07/1981
4.24625,1.096774194,2.154, 4/07/1981
8.0725,1.096774194,2.058, 5/07/1981
17.47875,1.096774194,3.404, 6/07/1981
20.95375,1.096774194,11.731, 7/07/1981
12.6425,1.096774194,17.058, 8/07/1981
2.96625,1.096774194,8.788, 9/07/1981
0,1.096774194,3.712,10/07/1981
1.75625,1.096774194,2.212,11/07/1981
2.1725,1.096774194,1.731,12/07/1981
0.67125,1.096774194,1.288,13/07/1981
0,1.096774194,0.981,14/07/1981
0,1.096774194,0.769,15/07/1981
1.6375,1.096774194,0.596,16/07/1981
0.9825,1.096774194,0.538,17/07/1981
0,1.096774194,0.5,18/07/1981
0,1.096774194,0.404,19/07/1981
6.46875,1.096774194,0.385,20/07/1981
8.70625,1.096774194,1.154,21/07/1981
5.75125,1.096774194,3.231,22/07/1981
5.595,1.096774194,2.654,23/07/1981
2.71,1.096774194,2.25,24/07/1981
0.22875,1.096774194,1.788,25/07/1981
3.25625,1.096774194,1.327,26/07/1981
2.20375,1.096774194,1.038,27/07/1981
9.3625,1.096774194,0.865,28/07/1981
9.27125,1.096774194,3.788,29/07/1981
2.34,1.096774194,5.269,30/07/1981
0.05625,1.096774194,2.596,31/07/1981
0.5875,1.419354839,1.577, 1/08/1981
1.5525,1.419354839,1.115, 2/08/1981
2.11375,1.419354839,0.904, 3/08/1981
0.8425,1.419354839,0.827, 4/08/1981
3.35375,1.419354839,0.654, 5/08/1981
4.35375,1.419354839,0.712, 6/08/1981
1.40625,1.419354839,0.885, 7/08/1981
3.425,1.419354839,0.962, 8/08/1981
9.0675,1.419354839,2.885, 9/08/1981
4.2075,1.419354839,5.538,10/08/1981
1.5875,1.419354839,3,11/08/1981
3.315,1.419354839,1.885,12/08/1981
3.2925,1.419354839,1.596,13/08/1981
5.90625,1.419354839,1.654,14/08/1981
3.11875,1.419354839,8.635,15/08/1981
5.13125,1.419354839,4.981,16/08/1981
6.7825,1.419354839,2.558,17/08/1981
11.245,1.419354839,1.904,18/08/1981
7.2625,1.419354839,6.019,19/08/1981
10.50375,1.419354839,3.769,20/08/1981
8.84375,1.419354839,8.75,21/08/1981
3.34375,1.419354839,7.942,22/08/1981
4.5725,1.419354839,5.173,23/08/1981
2.61,1.419354839,2.962,24/08/1981
0.225,1.419354839,1.904,25/08/1981
9.2125,1.419354839,1.404,26/08/1981
10.52125,1.419354839,4.288,27/08/1981
8.92125,1.419354839,6,28/08/1981
4.28,1.419354839,8.173,29/08/1981
4.42875,1.419354839,4.423,30/08/1981
3.15875,1.419354839,2.442,31/08/1981
1.46375,2.3,1.635, 1/09/1981
2.8725,2.3,1.269, 2/09/1981
2.7425,2.3,1.038, 3/09/1981
1.085,2.3,0.942, 4/09/1981
0.15375,2.3,0.846, 5/09/1981
0,2.3,0.654, 6/09/1981
0,2.3,0.5, 7/09/1981
0,2.3,0.404, 8/09/1981
0,2.3,0.327, 9/09/1981
0.4875,2.3,0.269,10/09/1981
0.2925,2.3,0.231,11/09/1981
0.36875,2.3,0.192,12/09/1981
0.59,2.3,0.173,13/09/1981
0.22125,2.3,0.173,14/09/1981
0.6,2.3,0.173,15/09/1981
0.36,2.3,0.173,16/09/1981
0,2.3,0.173,17/09/1981
0,2.3,0.154,18/09/1981
0,2.3,0.135,19/09/1981
0.25,2.3,0.115,20/09/1981
0.65625,2.3,0.115,21/09/1981
3.25375,2.3,0.115,22/09/1981
4.4075,2.3,0.115,23/09/1981
3.61375,2.3,0.135,24/09/1981
1.21875,2.3,0.173,25/09/1981
8.26875,2.3,0.154,26/09/1981
15.8675,2.3,2.096,27/09/1981
7.775,2.3,3.558,28/09/1981
3.4575,2.3,2.058,29/09/1981
8.75,2.3,1.173,30/09/1981
4.27125,3.741935484,1.75, 1/10/1981
7.98125,3.741935484,1.269, 2/10/1981
6.345,3.741935484,15.769, 3/10/1981
15.6025,3.741935484,7.577, 4/10/1981
8.80125,3.741935484,2.962, 5/10/1981
0,3.741935484,1.5, 6/10/1981
0,3.741935484,0.827, 7/10/1981
0.3625,3.741935484,0.5, 8/10/1981
0.48,3.741935484,0.365, 9/10/1981
0.1575,3.741935484,0.269,10/10/1981
0,3.741935484,0.212,11/10/1981
0,3.741935484,0.173,12/10/1981
0,3.741935484,0.154,13/10/1981
4.1,3.741935484,0.135,14/10/1981
2.71625,3.741935484,0.135,15/10/1981
0.40375,3.741935484,0.135,16/10/1981
0.15,3.741935484,0.115,17/10/1981
2.525,3.741935484,0.115,18/10/1981
1.515,3.741935484,0.077,19/10/1981
5.95,3.741935484,0.058,20/10/1981
3.82625,3.741935484,0.096,21/10/1981
0.40375,3.741935484,0.096,22/10/1981
0.15,3.741935484,0.077,23/10/1981
0,3.741935484,0.038,24/10/1981
0,3.741935484,0.038,25/10/1981
5.80625,3.741935484,0.038,26/10/1981
8.0775,3.741935484,0.019,27/10/1981
2.75625,3.741935484,0.115,28/10/1981
0,3.741935484,0.135,29/10/1981
0,3.741935484,0.058,30/10/1981
0,3.741935484,0.038,31/10/1981
0,4.733333333,0.019, 1/11/1981
0,4.733333333,0.019, 2/11/1981
7.71875,4.733333333,0.019, 3/11/1981
14.175,4.733333333,0.135, 4/11/1981
7.845,4.733333333,0.308, 5/11/1981
1.79,4.733333333,0.212, 6/11/1981
0.31125,4.733333333,0.135, 7/11/1981
0,4.733333333,0.077, 8/11/1981
10.39375,4.733333333,0.038, 9/11/1981
13.27375,4.733333333,0.231,10/11/1981
8.07875,4.733333333,0.75,11/11/1981
5.27625,4.733333333,0.538,12/11/1981
2.79,4.733333333,0.442,13/11/1981
0.6075,4.733333333,0.269,14/11/1981
2.60625,4.733333333,0.173,15/11/1981
4.0825,4.733333333,0.135,16/11/1981
5.755,4.733333333,0.115,17/11/1981
2.54625,4.733333333,0.231,18/11/1981
0,4.733333333,0.212,19/11/1981
2.8125,4.733333333,0.25,20/11/1981
1.6875,4.733333333,0.288,21/11/1981
1.45625,4.733333333,0.154,22/11/1981
5.3675,4.733333333,0.096,23/11/1981
4.19625,4.733333333,0.077,24/11/1981
0.9,4.733333333,0.096,25/11/1981
0,4.733333333,0.077,26/11/1981
0,4.733333333,0.038,27/11/1981
0.25,4.733333333,0.038,28/11/1981
0.15,4.733333333,0.019,29/11/1981
0,4.733333333,0.019,30/11/1981
0,4.580645161,0.019, 1/12/1981
0,4.580645161,0.019, 2/12/1981
0.09375,4.580645161,0.019, 3/12/1981
0.05625,4.580645161,0.019, 4/12/1981
0,4.580645161,0.019, 5/12/1981
0.375,4.580645161,0.019, 6/12/1981
7.2625,4.580645161,0.019, 7/12/1981
8.61,4.580645161,0.019, 8/12/1981
3.50125,4.580645161,0.019, 9/12/1981
0.52125,4.580645161,0.019,10/12/1981
3.14375,4.580645161,0.019,11/12/1981
5.605,4.580645161,0.019,12/12/1981
12.15625,4.580645161,0.058,13/12/1981
6.07375,4.580645161,0.077,14/12/1981
0.07125,4.580645161,0.038,15/12/1981
0,4.580645161,0.019,16/12/1981
0,4.580645161,0.019,17/12/1981
0.25625,4.580645161,0.019,18/12/1981
0.66625,4.580645161,0.019,19/12/1981
1.03875,4.580645161,0.019,20/12/1981
0.43875,4.580645161,0.019,21/12/1981
0,4.580645161,0.019,22/12/1981
0,4.580645161,0,23/12/1981
0,4.580645161,0,24/12/1981
0,4.580645161,0,25/12/1981
0.25625,4.580645161,0,26/12/1981
0.15375,4.580645161,0,27/12/1981
1.73125,4.580645161,0,28/12/1981
1.42,4.580645161,0,29/12/1981
0.22875,4.580645161,0,30/12/1981
0.53125,4.580645161,0,31/12/1981
0.59375,5,0, 1/01/1982
0.17125,5,0.019, 2/01/1982
0.00375,5,0.019, 3/01/1982
1.81875,5,0, 4/01/1982
1.09125,5,0, 5/01/1982
3.75625,5,0, 6/01/1982
2.8725,5,0, 7/01/1982
0.37125,5,0, 8/01/1982
0,5,0, 9/01/1982
0,5,0,10/01/1982
0,5,0,11/01/1982
0.25,5,0,12/01/1982
0.15,5,0,13/01/1982
0,5,0,14/01/1982
0,5,0,15/01/1982
0,5,0,16/01/1982
0,5,0,17/01/1982
0,5,0,18/01/1982
0,5,0,19/01/1982
0,5,0,20/01/1982
0,5,0,21/01/1982
0,5,0,22/01/1982
0,5,0,23/01/1982
16.26875,5,0,24/01/1982
20.78625,5,0,25/01/1982
8.1275,5,0,26/01/1982
0.9075,5,0,27/01/1982
0,5,0.019,28/01/1982
1.55,5,0,29/01/1982
1.18,5,0,30/01/1982
0.15,5,0,31/01/1982
1.09375,4.392857143,0, 1/02/1982
0.65625,4.392857143,0, 2/02/1982
0,4.392857143,0, 3/02/1982
0,4.392857143,0, 4/02/1982
0,4.392857143,0, 5/02/1982
0,4.392857143,0, 6/02/1982
0,4.392857143,0, 7/02/1982
0,4.392857143,0, 8/02/1982
0.3625,4.392857143,0, 9/02/1982
0.2175,4.392857143,0,10/02/1982
0,4.392857143,0,11/02/1982
0,4.392857143,0,12/02/1982
0,4.392857143,0,13/02/1982
0,4.392857143,0,14/02/1982
0.88125,4.392857143,0,15/02/1982
2.4225,4.392857143,0,16/02/1982
1.13625,4.392857143,0,17/02/1982
0.25625,4.392857143,0,18/02/1982
0.91,4.392857143,0,19/02/1982
1.50375,4.392857143,0,20/02/1982
1.72375,4.392857143,0,21/02/1982
0.65625,4.392857143,0,22/02/1982
0.36875,4.392857143,0,23/02/1982
0.22125,4.392857143,0,24/02/1982
1.25,4.392857143,0,25/02/1982
0.75,4.392857143,0,26/02/1982
0,4.392857143,0,27/02/1982
0,4.392857143,0,28/02/1982
0.625,3.290322581,0, 1/03/1982
0.375,3.290322581,0, 2/03/1982
0,3.290322581,0, 3/03/1982
0,3.290322581,0, 4/03/1982
0.60625,3.290322581,0, 5/03/1982
3.75125,3.290322581,0, 6/03/1982
5.4825,3.290322581,0, 7/03/1982
23.67,3.290322581,0, 8/03/1982
12.96,3.290322581,0, 9/03/1982
1.60625,3.290322581,0,10/03/1982
0.96375,3.290322581,0,11/03/1982
0,3.290322581,0,12/03/1982
0,3.290322581,0,13/03/1982
0,3.290322581,0,14/03/1982
0.9875,3.290322581,0,15/03/1982
0.59875,3.290322581,0,16/03/1982
0.00375,3.290322581,0,17/03/1982
0,3.290322581,0,18/03/1982
0,3.290322581,0,19/03/1982
0,3.290322581,0,20/03/1982
0,3.290322581,0,21/03/1982
14.40625,3.290322581,0,22/03/1982
8.64375,3.290322581,0,23/03/1982
0,3.290322581,0,24/03/1982
5.51875,3.290322581,0,25/03/1982
3.33625,3.290322581,0,26/03/1982
0.53375,3.290322581,0,27/03/1982
10.3925,3.290322581,0,28/03/1982
7.0425,3.290322581,0,29/03/1982
0.59625,3.290322581,0.019,30/03/1982
0.00625,3.290322581,0.038,31/03/1982
2.56625,2.2,0.019, 1/04/1982
1.7875,2.2,0, 2/04/1982
0.15,2.2,0, 3/04/1982
0.73125,2.2,0, 4/04/1982
0.43875,2.2,0, 5/04/1982
0,2.2,0, 6/04/1982
0.9875,2.2,0, 7/04/1982
0.5925,2.2,0, 8/04/1982
0,2.2,0, 9/04/1982
0.00625,2.2,0,10/04/1982
0.00375,2.2,0,11/04/1982
0.25,2.2,0,12/04/1982
0.15,2.2,0,13/04/1982
0,2.2,0,14/04/1982
11.975,2.2,0,15/04/1982
7.185,2.2,0,16/04/1982
0,2.2,0,17/04/1982
0.61875,2.2,0,18/04/1982
0.37125,2.2,0,19/04/1982
0,2.2,0,20/04/1982
0,2.2,0,21/04/1982
0,2.2,0,22/04/1982
0,2.2,0,23/04/1982
2.96875,2.2,0,24/04/1982
10.6875,2.2,0.019,25/04/1982
6.5875,2.2,0.019,26/04/1982
12.515,2.2,0.019,27/04/1982
14.67375,2.2,0.038,28/04/1982
4.93625,2.2,0.096,29/04/1982
0.22125,2.2,0.212,30/04/1982
0,1.258064516,0.115, 1/05/1982
0,1.258064516,0.058, 2/05/1982
0,1.258064516,0.038, 3/05/1982
2.8625,1.258064516,0.019, 4/05/1982
4.72375,1.258064516,0.019, 5/05/1982
5.8475,1.258064516,0.019, 6/05/1982
4.345,1.258064516,0.019, 7/05/1982
1.15125,1.258064516,0.038, 8/05/1982
4.60625,1.258064516,0.135, 9/05/1982
11.42625,1.258064516,0.135,10/05/1982
8.99125,1.258064516,0.154,11/05/1982
11.35125,1.258064516,0.481,12/05/1982
6.32,1.258064516,1.058,13/05/1982
0.525,1.258064516,0.808,14/05/1982
0,1.258064516,0.308,15/05/1982
0,1.258064516,0.154,16/05/1982
0,1.258064516,0.096,17/05/1982
3.5,1.258064516,0.058,18/05/1982
7.75,1.258064516,0.019,19/05/1982
11.35875,1.258064516,0.019,20/05/1982
6.71875,1.258064516,0.25,21/05/1982
2.46875,1.258064516,0.481,22/05/1982
6.99625,1.258064516,0.327,23/05/1982
3.7275,1.258064516,1.135,24/05/1982
0.53125,1.258064516,0.712,25/05/1982
